seqnames	start	end	strand	gene
chr5	112848859	112849358	+	YTHDC2
chr5	113697516	113698015	+	KCNN2
chr5	114598570	114599069	-	PGGT1B
chr5	115176803	115177302	+	AP3S1
chr5	115420173	115420672	+	COMMD10
chr5	115910623	115911122	-	SEMA6A
chr5	118324301	118324800	-	DTWD2
chr5	119799473	119799972	+	PRR16
chr5	121495371	121495870	+	LOC100505841
chr5	121647264	121647763	+	SNCAIP
chr5	122110191	122110690	+	SNX2
chr5	122180660	122181159	+	SNX24
chr5	122880611	122881110	+	CSNK1G3
chr5	124080806	124081305	-	ZNF608
chr5	125936107	125936606	+	PHAX
chr5	126366501	126367000	-	MARCH3
chr5	126625956	126626455	+	MEGF10
chr5	127038581	127039080	+	CCDC192
chr5	127873736	127874235	-	FBN2
chr5	128300320	128300819	+	SLC27A6
chr5	129240023	129240522	+	CHSY3
chr5	130599202	130599701	+	CDC42SE2
chr5	130970930	130971429	-	RAPGEF6
chr5	131281392	131281891	-	MEIKIN
chr5	131592851	131593350	+	PDLIM4
chr5	131704901	131705400	+	SLC22A5
chr5	132299355	132299854	-	AFF4
chr5	132948224	132948723	-	FSTL4
chr5	133304407	133304906	-	C5orf15
chr5	133702766	133703265	-	CDKL3
chr5	133968534	133969033	-	SAR1B
chr5	134073670	134074169	+	CAMLG
chr5	134368470	134368969	+	C5orf66
chr5	135364084	135364583	+	TGFBI
chr5	135701165	135701664	-	TRPC7
chr5	137071780	137072279	-	KLHL3
chr5	137224625	137225124	+	PKD2L2
chr5	137514359	137514858	-	BRD8
chr5	137674045	137674544	-	CDC25C
chr5	137687785	137688284	+	KDM3B
chr5	138089011	138089510	+	CTNNA1
chr5	138842329	138842828	-	ECSCR
chr5	139174906	139175405	+	PSD2
chr5	139422885	139423384	-	NRG2
chr5	139554153	139554652	+	CYSTM1
chr5	139726189	139726688	-	HBEGF
chr5	139780899	139781398	+	ANKHD1
chr5	139780899	139781398	+	ANKHD1-EIF4EBP3
chr5	140165221	140165720	+	PCDHA1
chr5	140173944	140174443	+	PCDHA2
chr5	140180283	140180782	+	PCDHA3
chr5	140186159	140186658	+	PCDHA4
chr5	140200861	140201360	+	PCDHA5
chr5	140207007	140207506	+	PCDHA6
chr5	140213469	140213968	+	PCDHA7
chr5	140220407	140220906	+	PCDHA8
chr5	140226857	140227356	+	PCDHA9
chr5	140234968	140235467	+	PCDHA10
chr5	140246598	140247097	+	PCDHA11
chr5	140254387	140254886	+	PCDHA12
chr5	140261354	140261853	+	PCDHA13
chr5	140305802	140306301	+	PCDHAC1
chr5	140345247	140345746	+	PCDHAC2
chr5	140709752	140710251	+	PCDHGA1
chr5	140717827	140718326	+	PCDHGA2
chr5	140723101	140723600	+	PCDHGA3
chr5	140729328	140729827	+	PCDHGB1
chr5	140734092	140734591	+	PCDHGA4
chr5	140739203	140739702	+	PCDHGB2
chr5	140743398	140743897	+	PCDHGA5
chr5	140749331	140749830	+	PCDHGB3
chr5	140753151	140753650	+	PCDHGA6
chr5	140761806	140762305	+	PCDHGA7
chr5	140766952	140767451	+	PCDHGB4
chr5	140998623	140999122	-	DIAPH1
chr5	141061801	141062300	-	ARAP3
chr5	142783255	142783754	-	NR3C1
chr5	145315626	145316125	+	SH3RF2
chr5	145582663	145583162	+	RBM27
chr5	145826373	145826872	+	TCERG1
chr5	146258349	146258848	-	PPP2R2B
chr5	146614079	146614578	+	STK32A
chr5	147162412	147162911	-	JAKMIP2
chr5	147443035	147443534	+	SPINK5
chr5	147581857	147582356	+	SPINK6
chr5	147714622	147715121	+	SPINK9
chr5	148016625	148017124	-	HTR4
chr5	148442738	148443237	-	SH3TC2
chr5	148520510	148521009	+	ABLIM3
chr5	149109315	149109814	+	PPARGC1B
chr5	149324357	149324856	-	PDE6A
chr5	149379669	149380168	+	HMGXB3
chr5	149545844	149546343	+	CDX1
chr5	150080670	150081169	-	RBM22
chr5	150603655	150604154	-	CCDC69
chr5	150826657	150827156	+	SLC36A1
chr5	151138211	151138710	-	ATOX1
chr5	151304398	151304897	-	GLRA1
chr5	151784841	151785340	-	NMUR2
chr5	153569795	153570294	+	GALNT10
chr5	154317777	154318276	-	GEMIN5
chr5	155753267	155753766	+	SGCD
chr5	156390267	156390766	-	TIMD4
chr5	156607407	156607906	+	ITK
chr5	156692590	156693089	+	CYFIP2
chr5	156886527	156887026	+	NIPAL4
chr5	158637062	158637561	-	RNF145
chr5	159625548	159626047	+	FABP6
chr5	159797649	159798148	-	C1QTNF2
chr5	160279220	160279719	-	ATP10B
chr5	160975131	160975630	-	GABRB2
chr5	168728134	168728633	-	SLIT3
chr5	169063751	169064250	+	DOCK2
chr5	169407762	169408261	-	FAM196B
chr5	169930540	169931039	+	KCNIP1
chr5	170288386	170288885	+	RANBP17
chr5	171433878	171434377	-	FBXW11
chr5	171615347	171615846	-	STK10
chr5	171710796	171711295	-	UBTD2
chr5	171881528	171882027	-	SH3PXD2B
chr5	172067769	172068268	+	NEURL1B
chr5	172260723	172261222	+	ERGIC1
chr5	172482855	172483354	+	CREBRF
chr5	172756507	172757006	-	STC2
chr5	175490212	175490711	+	FAM153B
chr5	175664862	175665361	+	SIMC1
chr5	175874856	175875355	+	FAF2
chr5	176037132	176037631	-	GPRIN1
chr5	176237060	176237559	+	UNC5A
chr5	176433444	176433943	-	UIMC1
chr5	176560333	176560832	+	NSD1
chr5	176810932	176811431	+	SLC34A1
chr5	176981587	176982086	-	FAM193B
chr5	178017557	178018056	-	COL23A1
chr5	178367692	178368191	+	ZNF454
chr5	178772432	178772931	-	ADAMTS2
chr5	179050712	179051211	-	HNRNPH1
chr5	179159351	179159850	+	MAML1
chr5	179499119	179499618	-	RNF130
chr5	179636131	179636630	-	RASGEF1C
chr5	179920899	179921398	+	CNOT6
chr5	180230049	180230548	-	MGAT1
chr5	180466725	180467224	+	BTNL9
chr5	139873	140372	+	PLEKHG4B
chr5	191126	191625	+	LRRC14B
chr5	218298	218797	-	CCDC127
chr5	217838	218337	+	SDHA
chr5	271236	271735	+	PDCD6
chr5	442834	443333	+	EXOC3
chr5	611905	612404	+	CEP72
chr5	693511	694010	-	TPPP
chr5	851102	851601	-	ZDHHC11
chr5	892940	893439	-	BRD9
chr5	1008577	1009076	+	NKD2
chr5	1112173	1112672	-	SLC12A7
chr5	1201210	1201709	+	SLC6A19
chr5	1224970	1225469	+	SLC6A18
chr5	1295163	1295662	-	TERT
chr5	1345186	1345685	-	CLPTM1L
chr5	1524093	1524592	-	LPCAT1
chr5	1799957	1800456	-	MRPL36
chr5	1800996	1801495	+	NDUFS6
chr5	1887099	1887598	-	IRX4
chr5	2751770	2752269	-	IRX2
chr5	3595668	3596167	+	IRX1
chr5	5422286	5422785	+	ICE1
chr5	6378640	6379139	-	MED10
chr5	6448236	6448735	+	UBE2QL1
chr5	6633474	6633973	-	NSUN2
chr5	6632935	6633434	+	SRD5A1
chr5	6714218	6714717	+	PAPD7
chr5	7851604	7852103	-	C5orf49
chr5	7868717	7869216	+	MTRR
chr5	9630464	9630963	-	TAS2R1
chr5	10250022	10250521	-	FAM173B
chr5	10249533	10250032	+	CCT5
chr5	10308169	10308668	-	CMBL
chr5	10441474	10441973	+	ROPN1L
chr5	14581391	14581890	+	FAM105A
chr5	16465895	16466394	-	ZNF622
chr5	17217170	17217669	+	BASP1
chr5	23507218	23507717	+	PRDM9
chr5	31531873	31532372	+	C5orf22
chr5	32174426	32174925	-	GOLPH3
chr5	32585105	32585604	+	SUB1
chr5	33440382	33440881	+	TARS
chr5	33935991	33936490	+	RXFP3
chr5	34008221	34008720	-	AMACR
chr5	34043372	34043871	-	C1QTNF3
chr5	34915781	34916280	-	RAD1
chr5	34915320	34915819	+	BRIX1
chr5	34929198	34929697	+	DNAJC21
chr5	35048241	35048740	-	AGXT2
chr5	35856477	35856976	+	IL7R
chr5	35991536	35992035	-	UGT3A1
chr5	36152016	36152515	-	LMBRD2
chr5	36241901	36242400	-	NADK2
chr5	36302005	36302504	-	RANBP3L
chr5	36605957	36606456	+	SLC1A3
chr5	37835930	37836429	-	GDNF
chr5	37873027	37873526	+	GDNF-AS1
chr5	39425336	39425835	-	DAB2
chr5	40679532	40680031	+	PTGER4
chr5	40756073	40756572	-	TTC33
chr5	40835388	40835887	-	RPL37
chr5	40840910	40841409	+	CARD6
chr5	40908854	40909353	+	C7
chr5	41903946	41904445	+	C5orf51
chr5	41924856	41925355	+	FBXO4
chr5	42756420	42756919	+	CCDC152
chr5	42812025	42812524	-	SELENOP
chr5	43040448	43040947	-	ANXA2R
chr5	43313327	43313826	-	HMGCS1
chr5	43483993	43484492	-	TMEM267
chr5	43515274	43515773	-	C5orf34
chr5	43557196	43557695	-	PAIP1
chr5	44388785	44389284	-	FGF10
chr5	44808527	44809026	+	MRPS30
chr5	49737235	49737734	-	EMB
chr5	50678458	50678957	+	ISL1
chr5	52083274	52083773	+	PELO
chr5	52405603	52406102	-	MOCS2
chr5	52775764	52776263	+	FST
chr5	53750931	53751430	+	HSPB3
chr5	53813093	53813592	+	SNX18
chr5	54281415	54281914	-	ESM1
chr5	54319607	54320106	+	GZMK
chr5	54397974	54398473	+	GZMA
chr5	54469006	54469505	-	CDC20B
chr5	54455446	54455945	+	GPX8
chr5	54523144	54523643	-	MCIDAS
chr5	54529546	54530045	-	CCNO
chr5	54603551	54604050	-	DHX29
chr5	55008164	55008663	-	SLC38A9
chr5	55290822	55291321	-	IL6ST
chr5	56110400	56110899	+	MAP3K1
chr5	56204587	56205086	+	SETD9
chr5	56778637	56779136	-	ACTBL2
chr5	57755967	57756466	-	PLK2
chr5	57786762	57787261	+	GAPT
chr5	60140102	60140601	-	ELOVL7
chr5	60240906	60241405	-	ERCC8
chr5	60458303	60458802	-	SMIM15
chr5	61699729	61700228	-	DIMT1
chr5	61874062	61874561	+	LRRC70
chr5	63258120	63258619	-	HTR1A
chr5	63985635	63986134	+	FAM159B
chr5	64064497	64064996	-	SREK1IP1
chr5	64858996	64859495	-	CENPK
chr5	64920188	64920687	-	TRIM23
chr5	64920058	64920557	+	TRAPPC13
chr5	65017523	65018022	+	NLN
chr5	65439546	65440045	+	SREK1
chr5	66492618	66493117	-	CD180
chr5	67511084	67511583	+	PIK3R1
chr5	68462337	68462836	+	CCNB1
chr5	68484875	68485374	+	CENPH
chr5	68513073	68513572	+	MRPS36
chr5	68628544	68629043	-	CCDC125
chr5	68665410	68665909	-	AK6
chr5	68665410	68665909	-	TAF9
chr5	68710439	68710938	+	MARVELD2
chr5	68855551	68856050	+	GTF2H2C
chr5	69344850	69345349	+	SMN2
chr5	70195990	70196489	+	SERF1A
chr5	70220268	70220767	+	SMN1
chr5	70319373	70319872	-	NAIP
chr5	70363498	70363997	-	GTF2H2
chr5	71014490	71014989	+	CARTPT
chr5	71615694	71616193	+	PTCD2
chr5	71803250	71803749	-	ZNF366
chr5	72111918	72112417	+	TNPO1
chr5	72415888	72416387	+	TMEM171
chr5	72468523	72469022	+	TMEM174
chr5	72744353	72744852	-	FOXD1
chr5	72793750	72794249	+	BTF3
chr5	72861512	72862011	-	ANKRA2
chr5	73980469	73980968	+	HEXB
chr5	74062316	74062815	+	NSA2
chr5	74162664	74163163	-	FAM169A
chr5	74326725	74327224	-	GCNT4
chr5	74632493	74632992	+	HMGCR
chr5	74906801	74907300	+	ANKDD1B
chr5	75919260	75919759	-	F2RL2
chr5	76114302	76114801	+	F2RL1
chr5	76248180	76248679	+	CRHBP
chr5	76325710	76326209	+	AGGF1
chr5	76383072	76383571	-	ZBED3
chr5	76788366	76788865	-	WDR41
chr5	76934523	76935022	-	OTP
chr5	78365498	78365997	-	DMGDH
chr5	78407104	78407603	+	BHMT
chr5	78531425	78531924	+	JMY
chr5	78907743	78908242	+	PAPD4
chr5	79287089	79287588	-	MTX3
chr5	79330622	79331121	+	THBS4
chr5	79551902	79552401	-	SERINC5
chr5	79615290	79615789	+	SPZ1
chr5	79703332	79703831	+	ZFYVE16
chr5	79866305	79866804	-	ANKRD34B
chr5	79950801	79951300	-	DHFR
chr5	79946855	79947354	-	MTRNR2L2
chr5	80528639	80529138	+	CKMT2
chr5	80596902	80597401	+	ZCCHC9
chr5	80689989	80690488	-	ACOT12
chr5	81574236	81574735	-	RPS23
chr5	81574781	81575280	+	ATP6AP1L
chr5	82373273	82373772	-	TMEM167A
chr5	85913284	85913783	+	COX7C
chr5	86708851	86709350	-	CCNH
chr5	89705604	89706103	-	CETN3
chr5	89770586	89771085	-	MBLAC2
chr5	89825402	89825901	-	LYSMD3
chr5	90679191	90679690	-	ARRDC3
chr5	93077310	93077809	-	POU5F2
chr5	94890710	94891209	-	TTC37
chr5	94955480	94955979	+	GPR150
chr5	94982083	94982582	+	RFESD
chr5	95018715	95019214	-	SPATA9
chr5	95066350	95066849	+	RHOBTB3
chr5	95768986	95769485	-	PCSK1
chr5	96143893	96144392	-	ERAP1
chr5	96211143	96211642	+	ERAP2
chr5	96519006	96519505	-	RIOK2
chr5	98104499	98104998	+	RGMB
chr5	98262239	98262738	-	CHD1
chr5	100238990	100239489	-	ST8SIA4
chr5	102455843	102456342	-	GIN1
chr5	102594558	102595057	+	C5orf30
chr5	108745676	108746175	-	PJA2
chr5	110406890	110407389	+	TSLP
chr5	110427370	110427869	+	WDR36
chr5	110848296	110848795	-	STARD4
chr5	112073056	112073555	+	APC
chr5	112258032	112258531	-	REEP5
chr5	112770729	112771228	-	TSSK1B
chr5	114516244	114516743	-	TRIM36
chr5	114632459	114632958	-	CCDC112
chr5	114880592	114881091	-	FEM1C
chr5	115152406	115152905	-	CDO1
chr5	115177549	115178048	-	ATG12
chr5	115386663	115387162	+	ARL14EPL
chr5	118668370	118668869	+	TNFAIP8
chr5	118787692	118788191	+	HSD17B4
chr5	118964754	118965253	+	FAM170A
chr5	121187150	121187649	+	FTMT
chr5	121297156	121297655	+	SRFBP1
chr5	121414197	121414696	-	LOX
chr5	121464708	121465207	+	ZNF474
chr5	122372426	122372925	-	PPIC
chr5	122424341	122424840	+	PRDM6
chr5	125931083	125931582	-	ALDH7A1
chr5	125966914	125967413	+	TEX43
chr5	126111815	126112314	+	LMNB1
chr5	126409185	126409684	-	C5orf63
chr5	126988207	126988706	+	CTXN3
chr5	127418983	127419482	+	SLC12A2
chr5	128429942	128430441	+	ISOC1
chr5	129083384	129083883	+	KIAA1024L
chr5	130501042	130501541	-	HINT1
chr5	130506107	130506606	+	LYRM7
chr5	131395847	131396346	+	IL3
chr5	131408985	131409484	+	CSF2
chr5	131562936	131563435	-	P4HA2
chr5	131629645	131630144	+	SLC22A4
chr5	131826466	131826965	-	IRF1
chr5	131879215	131879714	-	IL5
chr5	131892116	131892615	+	RAD50
chr5	131993365	131993864	+	IL13
chr5	132009178	132009677	+	IL4
chr5	132073271	132073770	-	KIF3A
chr5	132082637	132083136	+	CCNI2
chr5	132113068	132113567	-	SEPT8
chr5	132148516	132149015	+	SOWAHA
chr5	132166591	132167090	-	SHROOM1
chr5	132201054	132201553	-	GDF9
chr5	132201819	132202318	+	UQCRQ
chr5	132208858	132209357	+	LEAP2
chr5	132362297	132362796	-	ZCCHC10
chr5	132387162	132387661	+	HSPA4
chr5	133340825	133341324	-	VDAC1
chr5	133449889	133450388	+	TCF7
chr5	133512725	133513224	-	SKP1
chr5	133561951	133562450	-	PPP2CA
chr5	133706367	133706866	+	UBE2B
chr5	133747599	133748098	-	CDKN2AIPNL
chr5	133860840	133861339	+	JADE2
chr5	133983975	133984474	+	SEC24A
chr5	134093924	134094423	+	DDX46
chr5	134181158	134181657	+	C5orf24
chr5	134240310	134240809	+	PCBD2
chr5	134303096	134303595	+	CATSPER3
chr5	134369965	134370464	-	PITX1
chr5	134734929	134735428	-	H2AFY
chr5	134783039	134783538	-	DCANP1
chr5	134788090	134788589	-	TIFAB
chr5	134871640	134872139	-	NEUROG1
chr5	134914970	134915469	-	CXCL14
chr5	135169865	135170364	+	SLC25A48
chr5	135231517	135232016	-	IL9
chr5	135290724	135291223	-	LECT2
chr5	135468034	135468533	+	SMAD5
chr5	137090040	137090539	-	HNRNPA0
chr5	137203045	137203544	+	MYOT
chr5	137419081	137419580	+	WNT8A
chr5	137475133	137475632	-	NME5
chr5	137513917	137514416	+	KIF20A
chr5	137549033	137549532	-	CDC23
chr5	137610254	137610753	-	GFRA3
chr5	137673204	137673703	+	FAM53C
chr5	137774190	137774689	+	REEP2
chr5	137800681	137801180	+	EGR1
chr5	137878990	137879489	-	ETF1
chr5	137911319	137911818	-	HSPA9
chr5	138211058	138211557	-	LRRTM2
chr5	138628939	138629438	+	MATR3
chr5	138677623	138678122	+	PAIP2
chr5	138719040	138719539	-	SLC23A1
chr5	138725606	138726105	-	MZB1
chr5	138730886	138731385	-	PROB1
chr5	138739777	138740276	-	SPATA24
chr5	138775215	138775714	-	DNAJC18
chr5	138862376	138862875	-	TMEM173
chr5	138940251	138940750	+	UBE2D2
chr5	139054525	139055024	+	CXXC5
chr5	139493208	139493707	+	PURA
chr5	139505021	139505520	+	IGIP
chr5	139682690	139683189	-	PFDN1
chr5	139739287	139739786	+	SLC4A9
chr5	139926751	139927250	+	EIF4EBP3
chr5	139937679	139938178	-	SRA1
chr5	139944190	139944689	-	APBB3
chr5	139943650	139944149	+	SLC35A4
chr5	140013036	140013535	-	CD14
chr5	140018512	140019011	+	TMCO6
chr5	140027371	140027870	-	NDUFA2
chr5	140026884	140027383	+	IK
chr5	140043884	140044383	+	WDR55
chr5	140053172	140053671	-	DND1
chr5	140071313	140071812	-	HARS
chr5	140070511	140071010	+	HARS2
chr5	140079445	140079944	+	ZMAT2
chr5	140430461	140430960	+	PCDHB1
chr5	140473691	140474190	+	PCDHB2
chr5	140479326	140479825	+	PCDHB3
chr5	140500832	140501331	+	PCDHB4
chr5	140514288	140514787	+	PCDHB5
chr5	140529103	140529602	+	PCDHB6
chr5	140551702	140552201	+	PCDHB7
chr5	140556871	140557370	+	PCDHB8
chr5	140560765	140561264	+	PCDHB16
chr5	140571452	140571951	+	PCDHB10
chr5	140578848	140579347	+	PCDHB11
chr5	140587791	140588290	+	PCDHB12
chr5	140592991	140593490	+	PCDHB13
chr5	140601398	140601897	+	PCDHB14
chr5	140624417	140624916	+	PCDHB15
chr5	140683631	140684130	-	SLC25A2
chr5	140700352	140700851	-	TAF7
chr5	140770983	140771482	+	PCDHGA8
chr5	140777195	140777694	+	PCDHGB5
chr5	140782020	140782519	+	PCDHGA9
chr5	140787270	140787769	+	PCDHGB6
chr5	140792243	140792742	+	PCDHGA10
chr5	140796760	140797259	+	PCDHGB7
chr5	140800037	140800536	+	PCDHGA11
chr5	140809658	140810157	+	PCDHGA12
chr5	140855069	140855568	+	PCDHGC3
chr5	140864241	140864740	+	PCDHGC4
chr5	140868308	140868807	+	PCDHGC5
chr5	141016424	141016923	-	HDAC3
chr5	141016017	141016516	+	RELL2
chr5	141030987	141031486	-	FCHSD1
chr5	141257976	141258475	-	PCDH1
chr5	141302885	141303384	+	KIAA0141
chr5	141338628	141339127	-	PCDH12
chr5	141348212	141348711	+	RNF14
chr5	141392621	141393120	-	GNPDA1
chr5	141487824	141488323	+	NDFIP1
chr5	141704621	141705120	-	SPRY4
chr5	142000921	142001420	-	FGF1
chr5	143191226	143191725	+	HMHB1
chr5	143550279	143550778	-	YIPF5
chr5	145214933	145215432	-	PRELID2
chr5	145252532	145253031	-	GRXCR2
chr5	145483947	145484446	-	PLAC8L1
chr5	145562351	145562850	-	LARS
chr5	145718087	145718586	+	POU4F3
chr5	145895677	145896176	-	GPR151
chr5	147218795	147219294	-	SPINK1
chr5	147257774	147258273	+	SCGB3A2
chr5	147286102	147286601	-	C5orf46
chr5	147547609	147548108	+	SPINK14
chr5	147647923	147648422	+	SPINK13
chr5	147691490	147691989	+	SPINK7
chr5	147762998	147763497	+	FBXO38
chr5	148205656	148206155	+	ADRB2
chr5	148650901	148651400	+	AFAP1L1
chr5	148724477	148724976	+	GRPEL2
chr5	148737070	148737569	+	PCYOX1L
chr5	148758839	148759338	-	IL17B
chr5	148960635	148961134	+	ARHGEF37
chr5	149339800	149340299	+	SLC26A2
chr5	149380172	149380671	-	TIGD6
chr5	149466267	149466766	-	CSF1R
chr5	149535423	149535922	-	PDGFRB
chr5	149568924	149569423	+	SLC6A7
chr5	149669404	149669903	-	CAMK2A
chr5	149682526	149683025	-	ARSI
chr5	149736702	149737201	+	TCOF1
chr5	149792500	149792999	-	CD74
chr5	149829320	149829819	-	RPS14
chr5	149887174	149887673	+	NDST1
chr5	149996706	149997205	+	SYNPO
chr5	150039903	150040402	+	MYOZ3
chr5	150138658	150139157	-	DCTN4
chr5	150157008	150157507	+	SMIM3
chr5	150225585	150226084	+	IRGM
chr5	150284546	150285045	-	ZNF300
chr5	150399473	150399972	+	GPX3
chr5	150460646	150461145	-	TNIP1
chr5	150537444	150537943	-	ANXA6
chr5	150632113	150632612	+	GM2A
chr5	150683335	150683834	-	SLC36A3
chr5	150727152	150727651	-	SLC36A2
chr5	150948506	150949005	-	FAT2
chr5	151066616	151067115	-	SPARC
chr5	151150976	151151475	+	G3BP1
chr5	153418499	153418998	-	FAM114A2
chr5	153418019	153418518	+	MFAP3
chr5	153825017	153825516	+	SAP30L
chr5	153857825	153858324	-	HAND1
chr5	154230246	154230745	-	FAXDC2
chr5	154237579	154238078	+	CNOT8
chr5	154320133	154320632	+	MRPL22
chr5	154392815	154393314	+	KIF4B
chr5	156486131	156486630	-	HAVCR1
chr5	156536249	156536748	-	HAVCR2
chr5	156569787	156570286	-	MED7
chr5	156593280	156593779	-	FAM71B
chr5	156772730	156773229	-	FNDC9
chr5	157002832	157003331	-	ADAM19
chr5	157079429	157079928	-	SOX30
chr5	157098061	157098560	+	C5orf52
chr5	157157897	157158396	+	THG1L
chr5	157170203	157170702	+	LSM11
chr5	157286184	157286683	-	CLINT1
chr5	158689575	158690074	+	UBLCP1
chr5	158757482	158757981	-	IL12B
chr5	159435607	159436106	+	TTC1
chr5	159546453	159546952	-	PWWP2A
chr5	159739608	159740107	-	CCNJL
chr5	159827105	159827604	-	ZBED8
chr5	159846169	159846668	-	SLU7
chr5	159848417	159848916	+	PTTG1
chr5	161112158	161112657	+	GABRA6
chr5	161277203	161277702	+	GABRA1
chr5	161494148	161494647	+	GABRG2
chr5	162864077	162864576	+	CCNG1
chr5	162887161	162887660	-	NUDCD2
chr5	162887017	162887516	+	HMMR
chr5	162932034	162932533	+	MAT2B
chr5	167912963	167913462	+	RARS
chr5	168006615	168007114	-	PANK3
chr5	169010584	169011083	+	SPDL1
chr5	169532417	169532916	+	FOXI1
chr5	169659511	169660010	+	C5orf58
chr5	169724847	169725346	-	LCP2
chr5	169816682	169817181	-	KCNMB1
chr5	170210223	170210722	+	GABRP
chr5	170735788	170736287	+	TLX3
chr5	170814208	170814707	+	NPM1
chr5	170846167	170846666	+	FGF18
chr5	171212376	171212875	+	SMIM23
chr5	171620676	171621175	+	EFCAB9
chr5	172182006	172182505	+	LOC101928093
chr5	172198204	172198703	-	DUSP1
chr5	172385963	172386462	+	RPL26L1
chr5	172410263	172410762	+	ATP6V0E1
chr5	172570945	172571444	+	BNIP1
chr5	172662316	172662815	-	NKX2-5
chr5	173043667	173044166	-	BOD1
chr5	173314831	173315330	+	CPEB4
chr5	173415662	173416161	+	C5orf47
chr5	173472107	173472606	+	HMP19
chr5	174151075	174151574	+	MSX2
chr5	174871164	174871663	-	DRD1
chr5	174905001	174905500	+	SFXN1
chr5	175298001	175298500	+	CPLX2
chr5	175395319	175395818	-	THOC3
chr5	175788811	175789310	-	KIAA1191
chr5	175791971	175792470	+	ARL10
chr5	175815929	175816428	-	NOP16
chr5	175815027	175815526	+	HIGD2A
chr5	175843571	175844070	-	CLTB
chr5	175964422	175964921	-	RNF44
chr5	175975843	175976342	+	CDHR2
chr5	176057563	176058062	-	SNCB
chr5	176057183	176057682	+	EIF4E1B
chr5	176073888	176074387	+	TSPAN17
chr5	176326334	176326833	-	HK3
chr5	176449181	176449680	+	ZNF346
chr5	176513373	176513872	+	FGFR4
chr5	176730746	176731245	-	RAB24
chr5	176730263	176730762	+	PRELID1
chr5	176739293	176739792	-	MXD3
chr5	176778886	176779385	-	LMAN2
chr5	176784344	176784843	+	RGS14
chr5	176827638	176828137	-	PFN3
chr5	176836578	176837077	-	F12
chr5	176853187	176853686	+	GRK6
chr5	176874826	176875325	+	PRR7
chr5	176899872	176900371	-	DBN1
chr5	176924607	176925106	-	PDLIM7
chr5	176936859	176937358	-	DOK3
chr5	176944328	176944827	-	DDX41
chr5	177018649	177019148	+	TMED9
chr5	177026619	177027118	+	B4GALT7
chr5	177207506	177208005	-	FAM153A
chr5	177423244	177423743	-	PROP1
chr5	177540056	177540555	+	N4BP3
chr5	177557462	177557961	+	RMND5B
chr5	177580962	177581461	-	NHP2
chr5	177631008	177631507	+	HNRNPAB
chr5	177659824	177660323	-	PHYKPL
chr5	178054055	178054554	-	CLK4
chr5	178157704	178158203	-	ZNF354A
chr5	178286454	178286953	+	ZNF354B
chr5	178322395	178322894	+	ZFP2
chr5	178422125	178422624	-	GRM6
chr5	178450276	178450775	+	ZNF879
chr5	178486916	178487415	+	ZNF354C
chr5	178977062	178977561	+	RUFY1
chr5	179072048	179072547	-	C5orf60
chr5	179107976	179108475	-	CBY3
chr5	179125430	179125929	+	CANX
chr5	179220486	179220985	+	LTC4S
chr5	179229876	179230375	-	MGAT4B
chr5	179247342	179247841	+	SQSTM1
chr5	179285841	179286340	-	MRNIP
chr5	179780388	179780887	-	GFPT2
chr5	180018488	180018987	-	SCGB3A1
chr5	180076625	180077124	-	FLT4
chr5	180167059	180167558	-	OR2Y1
chr5	180288287	180288786	-	ZFP62
chr5	180415345	180415844	+	BTNL3
chr5	180552305	180552804	-	OR2V1
chr5	180581443	180581942	+	OR2V2
chr5	180632294	180632793	-	TRIM7
chr5	180649763	180650262	+	TRIM41
chr5	180670907	180671406	-	RACK1
chr5	180688120	180688619	-	TRIM52
chr5	180793788	180794287	+	OR4F3
chr6	83903656	83904155	-	PGM3
chr6	2245869	2246368	-	GMDS
chr6	3118110	3118609	+	BPHL
chr6	5261184	5261683	-	LYRM4
chr6	6320925	6321424	-	F13A1
chr6	7389943	7390442	-	CAGE1
chr6	13711797	13712296	-	RANBP9
chr6	17987855	17988354	-	KIF13A
chr6	20534188	20534687	+	CDKAL1
chr6	34664628	34665127	-	C6orf106
chr6	35656693	35657192	-	FKBP5
chr6	36665128	36665627	+	RAB44
chr6	38682617	38683116	+	DNAH8
chr6	39759659	39760158	+	DAAM2
chr6	42988840	42989339	+	RRP36
chr6	45345789	45346288	-	SUPT3H
chr6	46138748	46139247	-	ENPP5
chr6	52441863	52442362	-	TRAM2
chr6	56819427	56819926	-	DST
chr6	62996133	62996632	-	KHDRBS2
chr6	66417119	66417618	-	EYS
chr6	73331071	73331570	+	KCNQ5
chr6	74405308	74405807	+	CD109
chr6	76458409	76458908	+	MYO6
chr6	79788016	79788515	-	PHIP
chr6	80713822	80714321	+	TTK
chr6	84937354	84937853	-	CEP162
chr6	91297021	91297520	-	MAP3K7
chr6	96463345	96463844	+	FUT9
chr6	97371996	97372495	+	KLHL32
chr6	110011924	110012423	+	FIG4
chr6	118228189	118228688	+	SLC35F1
